id,name,supertype,subtypes,rules,set,number,artist,rarity,legalities,images,tcgplayer,cardmarket,types,regulationMark
ex4-87,Magma Energy,Energy,['Special'],"[""Magma Energy can be attached only to a Pokémon with Team Magma in its name. Magma Energy provides Fighting and /or Darkness Energy but provides 2 Energy at a time. (Doesn't count as a basic Energy card when not in play and has no other effect than providing Energy.) At the end of your turn, discard Magma Energy.""]","{'id': 'ex4', 'name': 'Team Magma vs Team Aqua', 'series': 'EX', 'printedTotal': 95, 'total': 97, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'MA', 'releaseDate': '2004/03/01', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex4/symbol.png', 'logo': 'https://images.pokemontcg.io/ex4/logo.png'}}",87,Takumi Akabane,Uncommon,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex4/87.png', 'large': 'https://images.pokemontcg.io/ex4/87_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex4-87', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 2.0, 'mid': 3.0, 'high': 3.95, 'market': 4.19, 'directLow': None}, 'reverseHolofoil': {'low': 8.0, 'mid': 11.49, 'high': 49.0, 'market': 8.97, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/ex4-87', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.85, 'lowPrice': 0.1, 'trendPrice': 1.14, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.5, 'reverseHoloTrend': 3.46, 'lowPriceExPlus': 0.5, 'avg1': 0.7, 'avg7': 0.97, 'avg30': 1.46, 'reverseHoloAvg1': 2.0, 'reverseHoloAvg7': 2.9, 'reverseHoloAvg30': 2.82}}",,
ex7-94,Dark Metal Energy,Energy,['Special'],"[""Attach Dark Metal Energy to 1 of your Pokémon. While in play, Dark Metal Energy provides Darkness Energy and Metal Energy, but provides only 1 Energy at a time. (Doesn't count as a basic Energy card when not in play and has no effect other than providing Energy.)""]","{'id': 'ex7', 'name': 'Team Rocket Returns', 'series': 'EX', 'printedTotal': 109, 'total': 111, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TRR', 'releaseDate': '2004/11/01', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex7/symbol.png', 'logo': 'https://images.pokemontcg.io/ex7/logo.png'}}",94,Takumi Akabane,Uncommon,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex7/94.png', 'large': 'https://images.pokemontcg.io/ex7/94_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex7-94', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 2.25, 'mid': 3.49, 'high': 4.99, 'market': 3.21, 'directLow': None}, 'reverseHolofoil': {'low': 15.73, 'mid': 18.17, 'high': 30.62, 'market': 18.49, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/ex7-94', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 2.2, 'lowPrice': 0.2, 'trendPrice': 4.84, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 4.5, 'reverseHoloLow': 4.0, 'reverseHoloTrend': 13.89, 'lowPriceExPlus': 2.49, 'avg1': 3.95, 'avg7': 5.16, 'avg30': 3.2, 'reverseHoloAvg1': 4.5, 'reverseHoloAvg7': 13.99, 'reverseHoloAvg30': 12.02}}",,
ex7-95,R Energy,Energy,['Special'],"[""R Energy can be attached only to a Pokémon that has Dark or Rocket's in its name. While in play, R Energy provides 2 Darkness Energy. (Doesn't count as a basic Energy card.) If the Pokémon R Energy is attached to attacks, the attack does 10 more damage to the Active Pokémon (before applying Weakness and Resistance). When your turn ends, discard R Energy.""]","{'id': 'ex7', 'name': 'Team Rocket Returns', 'series': 'EX', 'printedTotal': 109, 'total': 111, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TRR', 'releaseDate': '2004/11/01', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex7/symbol.png', 'logo': 'https://images.pokemontcg.io/ex7/logo.png'}}",95,Takumi Akabane,Uncommon,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex7/95.png', 'large': 'https://images.pokemontcg.io/ex7/95_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex7-95', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 8.75, 'mid': 11.99, 'high': 14.99, 'market': 8.15, 'directLow': None}, 'reverseHolofoil': {'low': 23.54, 'mid': 36.47, 'high': 67.12, 'market': 47.37, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/ex7-95', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 4.5, 'lowPrice': 0.5, 'trendPrice': 4.55, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 23.98, 'reverseHoloLow': 4.0, 'reverseHoloTrend': 17.2, 'lowPriceExPlus': 1.2, 'avg1': 7.49, 'avg7': 3.43, 'avg30': 3.58, 'reverseHoloAvg1': 39.95, 'reverseHoloAvg7': 16.05, 'reverseHoloAvg30': 17.63}}",,
hgss4-90,Rescue Energy,Energy,['Special'],"['Rescue Energy provides Colorless Energy. If the Pokémon this card is attached to is Knocked Out by damage from an attack, put that Pokémon back into your hand. (Discard all cards attached to that Pokémon.)']","{'id': 'hgss4', 'name': 'HS—Triumphant', 'series': 'HeartGold & SoulSilver', 'printedTotal': 102, 'total': 103, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TM', 'releaseDate': '2010/11/03', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/hgss4/symbol.png', 'logo': 'https://images.pokemontcg.io/hgss4/logo.png'}}",90,Kent Kanetsuna,Uncommon,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hgss4/90.png', 'large': 'https://images.pokemontcg.io/hgss4/90_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hgss4-90', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.29, 'mid': 0.8, 'high': 7.47, 'market': 0.91, 'directLow': 0.8}, 'reverseHolofoil': {'low': 1.7, 'mid': 3.34, 'high': 5.47, 'market': 2.33, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/hgss4-90', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.23, 'lowPrice': 0.02, 'trendPrice': 0.3, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.9, 'reverseHoloLow': 0.2, 'reverseHoloTrend': 1.67, 'lowPriceExPlus': 0.09, 'avg1': 0.24, 'avg7': 0.23, 'avg30': 0.41, 'reverseHoloAvg1': 0.9, 'reverseHoloAvg7': 1.89, 'reverseHoloAvg30': 1.27}}",,
neo4-16,Miracle Energy,Energy,['Special'],"[""You can't have more than 1 Miracle Energy in your deck. Attach Miracle Energy to 1 of your Shining or Light Pokémon. At the end of your turn, discard Miracle Energy.\nWhile in play, Miracle Energy counts as every type of Energy but provides only 2 Energy at a time.""]","{'id': 'neo4', 'name': 'Neo Destiny', 'series': 'Neo', 'printedTotal': 105, 'total': 113, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N4', 'releaseDate': '2002/02/28', 'updatedAt': '2020/09/25 10:09:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo4/symbol.png', 'logo': 'https://images.pokemontcg.io/neo4/logo.png'}}",16,Milky Isobe,Rare Holo,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo4/16.png', 'large': 'https://images.pokemontcg.io/neo4/16_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo4-16', 'updatedAt': '2025/01/04', 'prices': {'1stEditionHolofoil': {'low': 39.99, 'mid': 43.05, 'high': 75.95, 'market': 70.0, 'directLow': None}, 'unlimitedHolofoil': {'low': 15.52, 'mid': 20.96, 'high': 25.39, 'market': 23.94, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo4-16', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 22.9, 'lowPrice': 5.15, 'trendPrice': 26.27, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 17.14, 'lowPriceExPlus': 15.0, 'avg1': 24.98, 'avg7': 20.68, 'avg30': 23.34, 'reverseHoloAvg1': 5.75, 'reverseHoloAvg7': 20.61, 'reverseHoloAvg30': 14.75}}",,
pl2-101,SP Energy,Energy,['Special'],"[""SP Energy provides Colorless Energy. If the Pokémon SP Energy is attached to is a Pokémon SP, SP Energy provides every type of Energy buy provides only 1 Energy at a time. (Doesn't count as a basic Energy card.)""]","{'id': 'pl2', 'name': 'Rising Rivals', 'series': 'Platinum', 'printedTotal': 111, 'total': 120, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'RR', 'releaseDate': '2009/05/16', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl2/symbol.png', 'logo': 'https://images.pokemontcg.io/pl2/logo.png'}}",101,Kent Kanetsuna,Uncommon,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl2/101.png', 'large': 'https://images.pokemontcg.io/pl2/101_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl2-101', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.15, 'mid': 0.3, 'high': 7.56, 'market': 0.25, 'directLow': 0.22}, 'reverseHolofoil': {'low': 0.47, 'mid': 0.75, 'high': 2.54, 'market': 0.73, 'directLow': 0.49}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pl2-101', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.14, 'lowPrice': 0.02, 'trendPrice': 0.24, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.35, 'reverseHoloLow': 0.13, 'reverseHoloTrend': 0.32, 'lowPriceExPlus': 0.04, 'avg1': 0.28, 'avg7': 0.15, 'avg30': 0.21, 'reverseHoloAvg1': 0.35, 'reverseHoloAvg7': 0.56, 'reverseHoloAvg30': 0.63}}",,
pl2-102,Upper Energy,Energy,['Special'],"['Upper Energy provides Colorless Energy. If you have more Prize cards left than your opponent and this card is attached to a Pokémon (excluding Pokémon LV.X), Upper Energy provides ColorlessColorless.']","{'id': 'pl2', 'name': 'Rising Rivals', 'series': 'Platinum', 'printedTotal': 111, 'total': 120, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'RR', 'releaseDate': '2009/05/16', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl2/symbol.png', 'logo': 'https://images.pokemontcg.io/pl2/logo.png'}}",102,Ryo Ueda,Uncommon,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl2/102.png', 'large': 'https://images.pokemontcg.io/pl2/102_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl2-102', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.15, 'mid': 0.4, 'high': 1.47, 'market': 0.37, 'directLow': None}, 'reverseHolofoil': {'low': 0.5, 'mid': 0.77, 'high': 3.14, 'market': 0.91, 'directLow': 0.74}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pl2-102', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 2.48, 'lowPrice': 2.0, 'trendPrice': 2.51, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 4.29, 'lowPriceExPlus': 2.5, 'avg1': 2.0, 'avg7': 2.67, 'avg30': 2.11, 'reverseHoloAvg1': 4.5, 'reverseHoloAvg7': 2.6, 'reverseHoloAvg30': 2.6}}",,
pop5-8,Boost Energy,Energy,['Special'],"[""Boost Energy can be attached only to an Evolved Pokémon. Discard Boost Energy at the end of the turn it was attached. Boost Energy provides ColorlessColorlessColorless Energy. The Pokémon Boost Energy is attached to can't retreat. If the Pokémon Boost Energy is attached to isn't an Evolved Pokémon, discard Boost Energy.""]","{'id': 'pop5', 'name': 'POP Series 5', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2007/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop5/symbol.png', 'logo': 'https://images.pokemontcg.io/pop5/logo.png'}}",8,Shin-ichi Yoshikawa,Uncommon,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop5/8.png', 'large': 'https://images.pokemontcg.io/pop5/8_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop5-8', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 1.74, 'mid': 2.83, 'high': 4.04, 'market': 1.91, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop5-8', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 2.49, 'lowPrice': 0.5, 'trendPrice': 2.23, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 1.48, 'lowPriceExPlus': 1.99, 'avg1': 2.49, 'avg7': 2.15, 'avg30': 2.03, 'reverseHoloAvg1': 1.48, 'reverseHoloAvg7': 2.08, 'reverseHoloAvg30': 2.08}}",,
sm10-234,Triple Acceleration Energy,Energy,['Special'],"['This card can only be attached to Evolution Pokémon. If this card is attached to 1 of your Pokémon, discard it at the end of the turn.', 'This card provides ColorlessColorlessColorless Energy only while it is attached to an Evolution Pokémon.', 'If this card is attached to anything other than an Evolution Pokémon, discard this card.']","{'id': 'sm10', 'name': 'Unbroken Bonds', 'series': 'Sun & Moon', 'printedTotal': 214, 'total': 234, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'UNB', 'releaseDate': '2019/05/03', 'updatedAt': '2021/09/01 05:37:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm10/symbol.png', 'logo': 'https://images.pokemontcg.io/sm10/logo.png'}}",234,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm10/234.png', 'large': 'https://images.pokemontcg.io/sm10/234_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm10-234', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 3.99, 'mid': 4.99, 'high': 89.0, 'market': 4.51, 'directLow': 7.76}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm10-234', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 6.29, 'lowPrice': 4.49, 'trendPrice': 5.14, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 11.72, 'lowPriceExPlus': 4.98, 'avg1': 6.89, 'avg7': 6.56, 'avg30': 7.35, 'reverseHoloAvg1': 9.0, 'reverseHoloAvg7': 9.83, 'reverseHoloAvg30': 9.46}}",,
sm11-257,Recycle Energy,Energy,['Special'],"['This card provides Colorless Energy.', 'If this card is discarded from play, put it into your hand instead of the discard pile.']","{'id': 'sm11', 'name': 'Unified Minds', 'series': 'Sun & Moon', 'printedTotal': 236, 'total': 260, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'UNM', 'releaseDate': '2019/08/02', 'updatedAt': '2021/09/01 05:37:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm11/symbol.png', 'logo': 'https://images.pokemontcg.io/sm11/logo.png'}}",257,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm11/257.png', 'large': 'https://images.pokemontcg.io/sm11/257_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm11-257', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 9.3, 'mid': 11.84, 'high': 19.99, 'market': 9.3, 'directLow': 19.95}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm11-257', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 10.43, 'lowPrice': 3.99, 'trendPrice': 8.84, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 10.03, 'lowPriceExPlus': 5.0, 'avg1': 8.5, 'avg7': 9.67, 'avg30': 9.2, 'reverseHoloAvg1': 10.0, 'reverseHoloAvg7': 10.73, 'reverseHoloAvg30': 9.13}}",,
sm11-258,Weakness Guard Energy,Energy,['Special'],"['This card provides Colorless Energy.', 'The Pokémon this card is attached to has no Weakness.']","{'id': 'sm11', 'name': 'Unified Minds', 'series': 'Sun & Moon', 'printedTotal': 236, 'total': 260, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'UNM', 'releaseDate': '2019/08/02', 'updatedAt': '2021/09/01 05:37:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm11/symbol.png', 'logo': 'https://images.pokemontcg.io/sm11/logo.png'}}",258,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm11/258.png', 'large': 'https://images.pokemontcg.io/sm11/258_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm11-258', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 4.95, 'mid': 6.92, 'high': 19.99, 'market': 6.73, 'directLow': 8.56}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm11-258', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 5.43, 'lowPrice': 3.7, 'trendPrice': 5.97, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 11.63, 'lowPriceExPlus': 5.0, 'avg1': 7.97, 'avg7': 5.82, 'avg30': 7.63, 'reverseHoloAvg1': 6.0, 'reverseHoloAvg7': 10.82, 'reverseHoloAvg30': 10.2}}",,
sm12-271,Draw Energy,Energy,['Special'],"['This card provides Colorless Energy.', 'When you attach this card from your hand to a Pokémon, draw a card.']","{'id': 'sm12', 'name': 'Cosmic Eclipse', 'series': 'Sun & Moon', 'printedTotal': 236, 'total': 272, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'CEC', 'releaseDate': '2019/11/01', 'updatedAt': '2021/09/01 05:37:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm12/symbol.png', 'logo': 'https://images.pokemontcg.io/sm12/logo.png'}}",271,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm12/271.png', 'large': 'https://images.pokemontcg.io/sm12/271_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm12-271', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 4.89, 'mid': 6.65, 'high': 39.95, 'market': 6.66, 'directLow': 6.94}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm12-271', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 6.85, 'lowPrice': 3.0, 'trendPrice': 7.78, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 8.82, 'lowPriceExPlus': 3.0, 'avg1': 4.99, 'avg7': 7.4, 'avg30': 7.75, 'reverseHoloAvg1': 8.0, 'reverseHoloAvg7': 9.52, 'reverseHoloAvg30': 9.04}}",,
sm2-166,Double Colorless Energy,Energy,['Special'],['Double Colorless Energy provides ColorlessColorless Energy.'],"{'id': 'sm2', 'name': 'Guardians Rising', 'series': 'Sun & Moon', 'printedTotal': 145, 'total': 180, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'GRI', 'releaseDate': '2017/05/05', 'updatedAt': '2022/10/11 21:39:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm2/symbol.png', 'logo': 'https://images.pokemontcg.io/sm2/logo.png'}}",166,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm2/166.png', 'large': 'https://images.pokemontcg.io/sm2/166_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm2-166', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 17.0, 'mid': 26.6, 'high': 99.99, 'market': 18.16, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm2-166', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 16.2, 'lowPrice': 5.0, 'trendPrice': 17.15, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 21.64, 'lowPriceExPlus': 12.5, 'avg1': 14.0, 'avg7': 15.32, 'avg30': 16.56, 'reverseHoloAvg1': 25.62, 'reverseHoloAvg7': 23.54, 'reverseHoloAvg30': 23.74}}",,
sm4-122,Counter Energy,Energy,['Special'],"['This card provides Colorless Energy.', ""If you have more Prize cards remaining than your opponent, and if this card is attached to a Pokémon that isn't a Pokémon-GX or Pokémon-EX, this card provides every type of Energy but provides only 2 Energy at a time.""]","{'id': 'sm4', 'name': 'Crimson Invasion', 'series': 'Sun & Moon', 'printedTotal': 111, 'total': 126, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'CIN', 'releaseDate': '2017/11/03', 'updatedAt': '2022/10/11 21:39:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm4/symbol.png', 'logo': 'https://images.pokemontcg.io/sm4/logo.png'}}",122,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm4/122.png', 'large': 'https://images.pokemontcg.io/sm4/122_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm4-122', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 6.42, 'mid': 8.32, 'high': 29.99, 'market': 7.97, 'directLow': 7.84}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm4-122', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 9.49, 'lowPrice': 3.0, 'trendPrice': 10.1, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 7.55, 'lowPriceExPlus': 6.0, 'avg1': 7.0, 'avg7': 10.1, 'avg30': 8.33, 'reverseHoloAvg1': 5.16, 'reverseHoloAvg7': 6.37, 'reverseHoloAvg30': 6.17}}",,
sm5-170,Unit Energy GrassFireWater,Energy,['Special'],"['This card provides Colorless Energy.', 'While this card is attached to a Pokémon, it provides Grass, Fire, and Water Energy but provides only 1 Energy at a time.']","{'id': 'sm5', 'name': 'Ultra Prism', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 178, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'UPR', 'releaseDate': '2018/02/02', 'updatedAt': '2019/02/19 23:25:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm5/symbol.png', 'logo': 'https://images.pokemontcg.io/sm5/logo.png'}}",170,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm5/170.png', 'large': 'https://images.pokemontcg.io/sm5/170_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm5-170', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 14.48, 'mid': 18.88, 'high': 34.98, 'market': 18.88, 'directLow': 34.64}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm5-170', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 10.1, 'lowPrice': 3.99, 'trendPrice': 10.79, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 10.43, 'lowPriceExPlus': 5.0, 'avg1': 9.5, 'avg7': 11.56, 'avg30': 11.23, 'reverseHoloAvg1': 14.99, 'reverseHoloAvg7': 10.86, 'reverseHoloAvg30': 8.91}}",,
sm5-171,Unit Energy LightningPsychicMetal,Energy,['Special'],"['This card provides Colorless Energy.', 'While this card is attached to a Pokémon, it provides Lightning, Psychic, and Metal Energy but provides only 1 Energy at a time.']","{'id': 'sm5', 'name': 'Ultra Prism', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 178, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'UPR', 'releaseDate': '2018/02/02', 'updatedAt': '2019/02/19 23:25:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm5/symbol.png', 'logo': 'https://images.pokemontcg.io/sm5/logo.png'}}",171,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm5/171.png', 'large': 'https://images.pokemontcg.io/sm5/171_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm5-171', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 11.45, 'mid': 13.44, 'high': 39.99, 'market': 13.35, 'directLow': 13.44}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm5-171', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 10.16, 'lowPrice': 3.0, 'trendPrice': 11.34, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 11.09, 'lowPriceExPlus': 6.1, 'avg1': 10.0, 'avg7': 11.61, 'avg30': 11.4, 'reverseHoloAvg1': 9.0, 'reverseHoloAvg7': 11.11, 'reverseHoloAvg30': 9.85}}",,
sm6-146,Unit Energy FightingDarknessFairy,Energy,['Special'],"['This card provides Colorless Energy.', 'While this card is attached to a Pokémon, it provides Fighting, Darkness, and Fairy Energy but provides only 1 Energy at a time.']","{'id': 'sm6', 'name': 'Forbidden Light', 'series': 'Sun & Moon', 'printedTotal': 131, 'total': 150, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'FLI', 'releaseDate': '2018/05/04', 'updatedAt': '2019/02/19 23:25:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm6/symbol.png', 'logo': 'https://images.pokemontcg.io/sm6/logo.png'}}",146,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm6/146.png', 'large': 'https://images.pokemontcg.io/sm6/146_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm6-146', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 13.01, 'mid': 17.69, 'high': 34.99, 'market': 16.49, 'directLow': 29.99}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm6-146', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 11.25, 'lowPrice': 6.65, 'trendPrice': 10.93, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 11.04, 'lowPriceExPlus': 9.5, 'avg1': 18.49, 'avg7': 11.64, 'avg30': 13.29, 'reverseHoloAvg1': 15.0, 'reverseHoloAvg7': 11.49, 'reverseHoloAvg30': 11.45}}",,
