id,name,supertype,subtypes,rules,set,number,artist,rarity,legalities,regulationMark,images,tcgplayer,cardmarket,abilities,attacks,flavorText,hp
sv3pt5-152,Antique Dome Fossil,Trainer,['Item'],"[""Play this card as if it were a 60-HP Basic Colorless Pokémon. This card can't be affected by any Special Conditions and can't retreat.  At any time during your turn, you may discard this card from play."", 'You may play any number of Item cards during your turn.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",152,AYUMI ODASHIMA,Common,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/152.png', 'large': 'https://images.pokemontcg.io/sv3pt5/152_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-152', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.09, 'directLow': 0.05}, 'reverseHolofoil': {'low': 0.4, 'mid': 0.7, 'high': 4.99, 'market': 0.71, 'directLow': 0.61}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-152', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.08, 'lowPrice': 0.02, 'trendPrice': 0.08, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.09, 'reverseHoloLow': 0.04, 'reverseHoloTrend': 1.04, 'lowPriceExPlus': 0.02, 'avg1': 0.1, 'avg7': 0.08, 'avg30': 0.08, 'reverseHoloAvg1': 1.0, 'reverseHoloAvg7': 1.13, 'reverseHoloAvg30': 1.1}}","[{'name': 'Domed Armor', 'text': 'This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).', 'type': 'Ability'}]",,,60
sv3pt5-153,Antique Helix Fossil,Trainer,['Item'],"[""Play this card as if it were a 60-HP Basic Colorless Pokémon. This card can't be affected by any Special Conditions and can't retreat.  At any time during your turn, you may discard this card from play."", 'You may play any number of Item cards during your turn.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",153,AYUMI ODASHIMA,Common,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/153.png', 'large': 'https://images.pokemontcg.io/sv3pt5/153_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-153', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.24, 'mid': 0.99, 'high': 4.99, 'market': 0.99, 'directLow': 1.22}, 'normal': {'low': 0.01, 'mid': 0.11, 'high': 4.99, 'market': 0.09, 'directLow': 0.05}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-153', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.08, 'lowPrice': 0.02, 'trendPrice': 0.09, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.25, 'reverseHoloLow': 0.19, 'reverseHoloTrend': 1.41, 'lowPriceExPlus': 0.02, 'avg1': 0.1, 'avg7': 0.1, 'avg30': 0.08, 'reverseHoloAvg1': 1.65, 'reverseHoloAvg7': 1.5, 'reverseHoloAvg30': 1.27}}","[{'name': 'Helical Swell', 'text': ""As long as this Pokémon is in the Active Spot, your opponent can't play any Stadium cards from their hand."", 'type': 'Ability'}]",,,60
sv3pt5-154,Antique Old Amber,Trainer,['Item'],"[""Play this card as if it were a 60-HP Basic Colorless Pokémon. This card can't be affected by any Special Conditions and can't retreat.  At any time during your turn, you may discard this card from play."", 'You may play any number of Item cards during your turn.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",154,AYUMI ODASHIMA,Common,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/154.png', 'large': 'https://images.pokemontcg.io/sv3pt5/154_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-154', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.35, 'mid': 0.65, 'high': 9999.99, 'market': 0.56, 'directLow': 0.65}, 'normal': {'low': 0.02, 'mid': 0.11, 'high': 4.99, 'market': 0.1, 'directLow': 0.03}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-154', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.08, 'lowPrice': 0.02, 'trendPrice': 0.09, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.08, 'reverseHoloLow': 0.04, 'reverseHoloTrend': 1.14, 'lowPriceExPlus': 0.02, 'avg1': 0.1, 'avg7': 0.08, 'avg30': 0.08, 'reverseHoloAvg1': 1.18, 'reverseHoloAvg7': 1.13, 'reverseHoloAvg30': 1.1}}","[{'name': 'Amber Protection', 'text': ""Prevent all effects of your opponent's Pokémon's Abilities done to this Pokémon."", 'type': 'Ability'}]",,,60
sv3pt5-155,Big Air Balloon,Trainer,['Pokémon Tool'],"['The Stage 2 Pokémon this card is attached to has no Retreat Cost.', 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",155,Toyste Beach,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/155.png', 'large': 'https://images.pokemontcg.io/sv3pt5/155_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-155', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.08, 'directLow': 0.05}, 'reverseHolofoil': {'low': 0.22, 'mid': 0.82, 'high': 9999.99, 'market': 0.62, 'directLow': 9999.99}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-155', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.07, 'lowPrice': 0.02, 'trendPrice': 0.06, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.0, 'reverseHoloLow': 0.15, 'reverseHoloTrend': 1.24, 'lowPriceExPlus': 0.02, 'avg1': 0.05, 'avg7': 0.06, 'avg30': 0.07, 'reverseHoloAvg1': 1.02, 'reverseHoloAvg7': 1.09, 'reverseHoloAvg30': 1.0}}",,,,
sv3pt5-157,Cycling Road,Trainer,['Stadium'],"[""Once during each player's turn, that player may discard a Basic Energy card from their hand in order to draw a card."", ""You may play only 1 Stadium card during your turn. Put it next to the Active Spot, and discard it if another Stadium comes into play. A Stadium with the same name can't be played.""]","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",157,Oswaldo KATO,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/157.png', 'large': 'https://images.pokemontcg.io/sv3pt5/157_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-157', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.15, 'mid': 0.53, 'high': 4.99, 'market': 0.51, 'directLow': 0.45}, 'normal': {'low': 0.01, 'mid': 0.11, 'high': 11.5, 'market': 0.09, 'directLow': 0.05}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-157', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.07, 'lowPrice': 0.02, 'trendPrice': 0.09, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.1, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 1.25, 'lowPriceExPlus': 0.02, 'avg1': 0.12, 'avg7': 0.09, 'avg30': 0.08, 'reverseHoloAvg1': 0.85, 'reverseHoloAvg7': 1.12, 'reverseHoloAvg30': 1.08}}",,,,
sv3pt5-158,Daisy's Help,Trainer,['Supporter'],"['Draw 2 cards. Look at your face-down Prize cards.', 'You may play only 1 Supporter card during your turn.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",158,Tomomi Kaneko,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/158.png', 'large': 'https://images.pokemontcg.io/sv3pt5/158_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-158', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.19, 'mid': 0.53, 'high': 4.99, 'market': 0.44, 'directLow': 0.45}, 'normal': {'low': 0.01, 'mid': 0.11, 'high': 4.99, 'market': 0.11, 'directLow': 0.05}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-158', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.07, 'lowPrice': 0.02, 'trendPrice': 0.06, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.01, 'reverseHoloLow': 0.1, 'reverseHoloTrend': 0.96, 'lowPriceExPlus': 0.02, 'avg1': 0.06, 'avg7': 0.06, 'avg30': 0.06, 'reverseHoloAvg1': 0.74, 'reverseHoloAvg7': 0.93, 'reverseHoloAvg30': 0.98}}",,,,
sv3pt5-159,Energy Sticker,Trainer,['Item'],"['Flip a coin. If heads, attach a Basic Energy card from your discard pile to 1 of your Benched Pokémon.', 'You may play any number of Item cards during your turn.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",159,Ayaka Yoshida,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/159.png', 'large': 'https://images.pokemontcg.io/sv3pt5/159_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-159', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 2.26, 'high': 12.99, 'market': 1.92, 'directLow': 2.27}, 'normal': {'low': 0.01, 'mid': 0.2, 'high': 2.42, 'market': 0.17, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-159', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.18, 'lowPrice': 0.02, 'trendPrice': 0.12, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.45, 'reverseHoloLow': 0.2, 'reverseHoloTrend': 1.59, 'lowPriceExPlus': 0.02, 'avg1': 0.22, 'avg7': 0.16, 'avg30': 0.18, 'reverseHoloAvg1': 1.67, 'reverseHoloAvg7': 1.51, 'reverseHoloAvg30': 1.45}}",,,,
sv3pt5-160,Erika's Invitation,Trainer,['Supporter'],"[""Your opponent reveals their hand, and you put a Basic Pokémon you find there onto your opponent's Bench. If you put a Pokémon onto their Bench in this way, switch in that Pokémon to the Active Spot."", 'You may play only 1 Supporter card during your turn.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",160,saino misaki,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/160.png', 'large': 'https://images.pokemontcg.io/sv3pt5/160_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-160', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.13, 'high': 4.99, 'market': 0.1, 'directLow': 0.06}, 'reverseHolofoil': {'low': 0.2, 'mid': 0.9, 'high': 9.99, 'market': 0.95, 'directLow': 0.94}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-160', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.09, 'lowPrice': 0.02, 'trendPrice': 0.11, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.08, 'reverseHoloLow': 0.2, 'reverseHoloTrend': 1.18, 'lowPriceExPlus': 0.02, 'avg1': 0.08, 'avg7': 0.09, 'avg30': 0.09, 'reverseHoloAvg1': 1.13, 'reverseHoloAvg7': 1.2, 'reverseHoloAvg30': 1.07}}",,,,
sv3pt5-161,Giovanni's Charisma,Trainer,['Supporter'],"[""Put an Energy attached to your opponent's Active Pokémon into their hand. If you do, attach an Energy card from your hand to your Active Pokémon."", 'You may play only 1 Supporter card during your turn.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",161,hncl,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/161.png', 'large': 'https://images.pokemontcg.io/sv3pt5/161_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-161', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.15, 'high': 30.0, 'market': 0.12, 'directLow': None}, 'reverseHolofoil': {'low': 0.54, 'mid': 1.25, 'high': 9.99, 'market': 1.21, 'directLow': 1.43}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-161', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.09, 'lowPrice': 0.02, 'trendPrice': 0.1, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.13, 'reverseHoloLow': 0.2, 'reverseHoloTrend': 1.08, 'lowPriceExPlus': 0.02, 'avg1': 0.09, 'avg7': 0.1, 'avg30': 0.09, 'reverseHoloAvg1': 0.73, 'reverseHoloAvg7': 1.15, 'reverseHoloAvg30': 1.12}}",,,,
sv3pt5-162,Grabber,Trainer,['Item'],"['Your opponent reveals their hand, and you put a Pokémon you find there on the bottom of their deck.', 'You may play any number of Item cards during your turn.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",162,inose yukie,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/162.png', 'large': 'https://images.pokemontcg.io/sv3pt5/162_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-162', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.22, 'high': 11.5, 'market': 0.14, 'directLow': 0.12}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.84, 'high': 5.15, 'market': 0.83, 'directLow': 0.98}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-162', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.19, 'lowPrice': 0.02, 'trendPrice': 0.22, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.43, 'reverseHoloLow': 0.79, 'reverseHoloTrend': 1.65, 'lowPriceExPlus': 0.02, 'avg1': 0.27, 'avg7': 0.22, 'avg30': 0.2, 'reverseHoloAvg1': 1.44, 'reverseHoloAvg7': 1.51, 'reverseHoloAvg30': 1.44}}",,,,
sv3pt5-163,Leftovers,Trainer,['Pokémon Tool'],"['At the end of your turn, if the Pokémon this card is attached to is in the Active Spot, heal 20 damage from it.', 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",163,Studio Bora Inc.,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/163.png', 'large': 'https://images.pokemontcg.io/sv3pt5/163_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-163', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.12, 'high': 2.33, 'market': 0.08, 'directLow': 0.05}, 'reverseHolofoil': {'low': 0.19, 'mid': 0.67, 'high': 4.99, 'market': 0.62, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-163', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.07, 'lowPrice': 0.02, 'trendPrice': 0.09, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.02, 'reverseHoloLow': 0.15, 'reverseHoloTrend': 1.28, 'lowPriceExPlus': 0.02, 'avg1': 0.06, 'avg7': 0.08, 'avg30': 0.07, 'reverseHoloAvg1': 1.31, 'reverseHoloAvg7': 1.25, 'reverseHoloAvg30': 1.06}}",,,,
sv3pt5-164,Protective Goggles,Trainer,['Pokémon Tool'],"['The Basic Pokémon this card is attached to has no Weakness.', 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",164,Toyste Beach,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/164.png', 'large': 'https://images.pokemontcg.io/sv3pt5/164_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-164', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.17, 'high': 2.39, 'market': 0.15, 'directLow': 0.08}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.56, 'high': 50.0, 'market': 0.53, 'directLow': 0.57}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-164', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.14, 'lowPrice': 0.02, 'trendPrice': 0.16, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.22, 'reverseHoloLow': 0.3, 'reverseHoloTrend': 1.43, 'lowPriceExPlus': 0.02, 'avg1': 0.25, 'avg7': 0.16, 'avg30': 0.14, 'reverseHoloAvg1': 1.05, 'reverseHoloAvg7': 1.25, 'reverseHoloAvg30': 1.2}}",,,,
sv3pt5-165,Rigid Band,Trainer,['Pokémon Tool'],"[""The Stage 1 Pokémon this card is attached to takes 30 less damage from attacks from your opponent's Pokémon (after applying Weakness and Resistance)."", 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",165,Toyste Beach,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/165.png', 'large': 'https://images.pokemontcg.io/sv3pt5/165_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-165', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.15, 'high': 11.5, 'market': 0.1, 'directLow': None}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.76, 'high': 4.99, 'market': 0.71, 'directLow': 0.79}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-165', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.08, 'lowPrice': 0.02, 'trendPrice': 0.09, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.06, 'reverseHoloLow': 0.04, 'reverseHoloTrend': 1.09, 'lowPriceExPlus': 0.02, 'avg1': 0.1, 'avg7': 0.08, 'avg30': 0.08, 'reverseHoloAvg1': 0.98, 'reverseHoloAvg7': 1.07, 'reverseHoloAvg30': 1.05}}",,,,
sv3pt5-194,Bill's Transfer,Trainer,['Supporter'],"['Look at the top 8 cards of your deck. You may reveal any number of Pokémon you find there and put them into your hand. Shuffle the other cards back into your deck.', 'You may play only 1 Supporter card during your turn.']","{'id': 'sv3pt5', 'name': '151', 'series': 'Scarlet & Violet', 'printedTotal': 165, 'total': 207, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/09/22', 'updatedAt': '2023/09/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv3pt5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv3pt5/logo.png'}}",194,GIDORA,Ultra Rare,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv3pt5/194.png', 'large': 'https://images.pokemontcg.io/sv3pt5/194_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv3pt5-194', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 2.87, 'mid': 4.45, 'high': 44.5, 'market': 4.87, 'directLow': 5.46}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv3pt5-194', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 7.14, 'lowPrice': 5.0, 'trendPrice': 6.99, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 5.5, 'avg1': 7.16, 'avg7': 7.21, 'avg30': 7.08, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
sv4-166,Luxurious Cape,Trainer,['Pokémon Tool'],"[""If the Pokémon this card is attached to doesn't have a Rule Box, it gets +100 HP, and if it is Knocked Out by damage from an attack from your opponent's Pokémon, that player takes 1 more Prize card. (Pokémon ex, Pokémon V, etc. have Rule Boxes.)"", 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.']","{'id': 'sv4', 'name': 'Paradox Rift', 'series': 'Scarlet & Violet', 'printedTotal': 182, 'total': 266, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/11/03', 'updatedAt': '2023/11/03 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv4/symbol.png', 'logo': 'https://images.pokemontcg.io/sv4/logo.png'}}",166,Toyste Beach,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",G,"{'small': 'https://images.pokemontcg.io/sv4/166.png', 'large': 'https://images.pokemontcg.io/sv4/166_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-166', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.15, 'high': 11.5, 'market': 0.11, 'directLow': None}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.25, 'high': 4.99, 'market': 0.19, 'directLow': 0.18}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv4-166', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.09, 'lowPrice': 0.02, 'trendPrice': 0.08, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.24, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.27, 'lowPriceExPlus': 0.02, 'avg1': 0.1, 'avg7': 0.09, 'avg30': 0.09, 'reverseHoloAvg1': 0.29, 'reverseHoloAvg7': 0.27, 'reverseHoloAvg30': 0.23}}",,,,
