Deck Name,Card Name,Type
Lugia Archeops,Minccino Temporal Forces 136,Pokemon
Lugia Archeops,Minccino Temporal Forces 136,Pokemon
Lugia Archeops,Cinccino Temporal Forces 137,Pokemon
Lugia Archeops,Cinccino Temporal Forces 137,Pokemon
Lugia Archeops,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops,Bloodmoon Ursaluna ex Twilight Masquerade 141,Pokemon
Lugia Archeops,Wyrdeer V Astral Radiance 134,Pokemon
Lugia Archeops,Iron Hands ex Paradox Rift 70,Pokemon
Lugia Archeops,Wellspring Mask Ogerpon ex Twilight Masquerade 64,Pokemon
Lugia Archeops,Squawkabilly ex Paldea Evolved 169,Pokemon
Lugia Archeops,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops,Iono Paldea Evolved 185,Trainer
Lugia Archeops,Iono Paldea Evolved 185,Trainer
Lugia Archeops,Jacq Scarlet & Violet Base Set 175,Trainer
Lugia Archeops,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops,Mesagoza Scarlet & Violet Base Set 178,Trainer
Lugia Archeops,Mesagoza Scarlet & Violet Base Set 178,Trainer
Lugia Archeops,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops,Gift Energy Lost Origin 171,Energy
Lugia Archeops,Gift Energy Lost Origin 171,Energy
Lugia Archeops,Gift Energy Lost Origin 171,Energy
Lugia Archeops,Gift Energy Lost Origin 171,Energy
Lugia Archeops,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops,Mist Energy Temporal Forces 161,Energy
Lugia Archeops,Mist Energy Temporal Forces 161,Energy
Lugia Archeops,V Guard Energy Silver Tempest 169,Energy
Lugia Archeops,Legacy Energy Twilight Masquerade 167,Energy
Lugia Archeops1,Archeops Silver Tempest 147,Pokemon
Lugia Archeops1,Archeops Silver Tempest 147,Pokemon
Lugia Archeops1,Archeops Silver Tempest 147,Pokemon
Lugia Archeops1,Archeops Silver Tempest 147,Pokemon
Lugia Archeops1,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops1,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops1,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops1,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops1,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops1,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops1,Minccino Temporal Forces 136,Pokemon
Lugia Archeops1,Minccino Temporal Forces 136,Pokemon
Lugia Archeops1,Cinccino Temporal Forces 137,Pokemon
Lugia Archeops1,Cinccino Temporal Forces 137,Pokemon
Lugia Archeops1,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops1,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops1,Raikou V Brilliant Stars 48,Pokemon
Lugia Archeops1,Bloodmoon Ursaluna ex Twilight Masquerade 141,Pokemon
Lugia Archeops1,Iron Hands ex Paradox Rift 70,Pokemon
Lugia Archeops1,Squawkabilly ex Paldea Evolved 169,Pokemon
Lugia Archeops1,Flutter Mane Temporal Forces 78,Pokemon
Lugia Archeops1,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops1,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops1,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops1,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops1,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops1,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops1,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops1,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops1,Iono Paldea Evolved 185,Trainer
Lugia Archeops1,Iono Paldea Evolved 185,Trainer
Lugia Archeops1,Poké Ball Scarlet & Violet Base Set 185,Trainer
Lugia Archeops1,Poké Ball Scarlet & Violet Base Set 185,Trainer
Lugia Archeops1,Poké Ball Scarlet & Violet Base Set 185,Trainer
Lugia Archeops1,Poké Ball Scarlet & Violet Base Set 185,Trainer
Lugia Archeops1,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops1,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops1,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops1,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops1,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops1,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops1,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops1,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops1,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops1,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops1,Mesagoza Scarlet & Violet Base Set 178,Trainer
Lugia Archeops1,Gift Energy Lost Origin 171,Energy
Lugia Archeops1,Gift Energy Lost Origin 171,Energy
Lugia Archeops1,Gift Energy Lost Origin 171,Energy
Lugia Archeops1,Gift Energy Lost Origin 171,Energy
Lugia Archeops1,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops1,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops1,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops1,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops1,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops1,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops1,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops1,Legacy Energy Twilight Masquerade 167,Energy
Lugia Archeops1,V Guard Energy Silver Tempest 169,Energy
Lugia Archeops1,Mist Energy Temporal Forces 161,Energy
Lugia Archeops2,Archeops Silver Tempest 147,Pokemon
Lugia Archeops2,Archeops Silver Tempest 147,Pokemon
Lugia Archeops2,Archeops Silver Tempest 147,Pokemon
Lugia Archeops2,Archeops Silver Tempest 147,Pokemon
Lugia Archeops2,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops2,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops2,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops2,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops2,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops2,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops2,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops2,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops2,Minccino Temporal Forces 136,Pokemon
Lugia Archeops2,Cinccino Temporal Forces 137,Pokemon
Lugia Archeops2,Fezandipiti ex Scarlet & Violet: Fated Encounters 38,Pokemon
Lugia Archeops2,Bloodmoon Ursaluna ex Twilight Masquerade 141,Pokemon
Lugia Archeops2,Raikou V Brilliant Stars 48,Pokemon
Lugia Archeops2,Iron Bundle Paradox Rift 56,Pokemon
Lugia Archeops2,Iron Hands ex Paradox Rift 70,Pokemon
Lugia Archeops2,Squawkabilly ex Paldea Evolved 169,Pokemon
Lugia Archeops2,Wellspring Mask Ogerpon ex Twilight Masquerade 64,Pokemon
Lugia Archeops2,Wyrdeer V Astral Radiance 134,Pokemon
Lugia Archeops2,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops2,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops2,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops2,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops2,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops2,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops2,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops2,Iono Paldea Evolved 185,Trainer
Lugia Archeops2,Iono Paldea Evolved 185,Trainer
Lugia Archeops2,Jacq Scarlet & Violet Base Set 175,Trainer
Lugia Archeops2,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops2,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops2,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops2,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops2,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops2,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops2,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops2,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops2,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops2,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops2,Mesagoza Scarlet & Violet Base Set 178,Trainer
Lugia Archeops2,Mesagoza Scarlet & Violet Base Set 178,Trainer
Lugia Archeops2,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops2,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops2,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops2,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops2,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops2,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops2,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops2,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops2,Gift Energy Lost Origin 171,Energy
Lugia Archeops2,Gift Energy Lost Origin 171,Energy
Lugia Archeops2,Gift Energy Lost Origin 171,Energy
Lugia Archeops2,Gift Energy Lost Origin 171,Energy
Lugia Archeops2,Mist Energy Temporal Forces 161,Energy
Lugia Archeops2,Mist Energy Temporal Forces 161,Energy
Lugia Archeops2,Legacy Energy Twilight Masquerade 167,Energy
Lugia Archeops2,V Guard Energy Silver Tempest 169,Energy
Lugia Archeops3,Archeops Silver Tempest 147,Pokemon
Lugia Archeops3,Archeops Silver Tempest 147,Pokemon
Lugia Archeops3,Archeops Silver Tempest 147,Pokemon
Lugia Archeops3,Archeops Silver Tempest 147,Pokemon
Lugia Archeops3,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops3,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops3,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops3,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops3,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops3,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops3,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops3,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops3,Minccino Temporal Forces 136,Pokemon
Lugia Archeops3,Cinccino Temporal Forces 137,Pokemon
Lugia Archeops3,Bloodmoon Ursaluna ex Twilight Masquerade 141,Pokemon
Lugia Archeops3,Iron Bundle Paradox Rift 56,Pokemon
Lugia Archeops3,Iron Hands ex Paradox Rift 70,Pokemon
Lugia Archeops3,Flutter Mane Temporal Forces 78,Pokemon
Lugia Archeops3,Wellspring Mask Ogerpon ex Twilight Masquerade 64,Pokemon
Lugia Archeops3,Squawkabilly ex Paldea Evolved 169,Pokemon
Lugia Archeops3,Wyrdeer V Astral Radiance 134,Pokemon
Lugia Archeops3,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops3,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops3,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops3,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops3,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops3,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops3,Iono Paldea Evolved 185,Trainer
Lugia Archeops3,Iono Paldea Evolved 185,Trainer
Lugia Archeops3,Carmine Twilight Masquerade 145,Trainer
Lugia Archeops3,Jacq Scarlet & Violet Base Set 175,Trainer
Lugia Archeops3,Irida Astral Radiance 147,Trainer
Lugia Archeops3,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops3,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops3,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops3,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops3,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops3,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops3,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops3,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops3,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops3,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops3,Counter Catcher Paradox Rift 160,Trainer
Lugia Archeops3,Mesagoza Scarlet & Violet Base Set 178,Trainer
Lugia Archeops3,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops3,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops3,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops3,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops3,Gift Energy Lost Origin 171,Energy
Lugia Archeops3,Gift Energy Lost Origin 171,Energy
Lugia Archeops3,Gift Energy Lost Origin 171,Energy
Lugia Archeops3,Gift Energy Lost Origin 171,Energy
Lugia Archeops3,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops3,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops3,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops3,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops3,Mist Energy Temporal Forces 161,Energy
Lugia Archeops3,Mist Energy Temporal Forces 161,Energy
Lugia Archeops3,Legacy Energy Twilight Masquerade 167,Energy
Lugia Archeops3,V Guard Energy Silver Tempest 169,Energy
Lugia Archeops4,Archeops Silver Tempest 147,Pokemon
Lugia Archeops4,Archeops Silver Tempest 147,Pokemon
Lugia Archeops4,Archeops Silver Tempest 147,Pokemon
Lugia Archeops4,Archeops Silver Tempest 147,Pokemon
Lugia Archeops4,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops4,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops4,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops4,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops4,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops4,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops4,Minccino Temporal Forces 136,Pokemon
Lugia Archeops4,Minccino Temporal Forces 136,Pokemon
Lugia Archeops4,Cinccino Temporal Forces 137,Pokemon
Lugia Archeops4,Cinccino Temporal Forces 137,Pokemon
Lugia Archeops4,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops4,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops4,Iron Hands ex Paradox Rift 70,Pokemon
Lugia Archeops4,Bloodmoon Ursaluna ex Twilight Masquerade 141,Pokemon
Lugia Archeops4,Radiant Charizard Crown Zenith 20,Pokemon
Lugia Archeops4,Squawkabilly ex Paldea Evolved 169,Pokemon
Lugia Archeops4,Flutter Mane Temporal Forces 78,Pokemon
Lugia Archeops4,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops4,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops4,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops4,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops4,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops4,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops4,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops4,Iono Paldea Evolved 185,Trainer
Lugia Archeops4,Iono Paldea Evolved 185,Trainer
Lugia Archeops4,Jacq Scarlet & Violet Base Set 175,Trainer
Lugia Archeops4,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops4,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops4,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops4,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops4,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops4,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops4,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops4,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops4,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops4,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops4,Mesagoza Scarlet & Violet Base Set 178,Trainer
Lugia Archeops4,Mesagoza Scarlet & Violet Base Set 178,Trainer
Lugia Archeops4,Gift Energy Lost Origin 171,Energy
Lugia Archeops4,Gift Energy Lost Origin 171,Energy
Lugia Archeops4,Gift Energy Lost Origin 171,Energy
Lugia Archeops4,Gift Energy Lost Origin 171,Energy
Lugia Archeops4,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops4,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops4,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops4,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops4,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops4,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops4,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops4,Mist Energy Temporal Forces 161,Energy
Lugia Archeops4,Mist Energy Temporal Forces 161,Energy
Lugia Archeops4,Mist Energy Temporal Forces 161,Energy
Lugia Archeops4,V Guard Energy Silver Tempest 169,Energy
Lugia Archeops4,Luminous Energy Paldea Evolved 191,Energy
Lugia Archeops4,Legacy Energy Twilight Masquerade 167,Energy
Lugia Archeops5,Hoothoot Temporal Forces 126,Pokemon
Lugia Archeops5,Hoothoot Temporal Forces 126,Pokemon
Lugia Archeops5,Hoothoot Temporal Forces 126,Pokemon
Lugia Archeops5,Noctowl Shrouded Fable 115,Pokemon
Lugia Archeops5,Noctowl Shrouded Fable 115,Pokemon
Lugia Archeops5,Noctowl Shrouded Fable 115,Pokemon
Lugia Archeops5,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops5,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops5,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops5,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops5,Froakie Obsidian Flames 56,Pokemon
Lugia Archeops5,Froakie Obsidian Flames 56,Pokemon
Lugia Archeops5,Greninja ex Twilight Masquerade 106,Pokemon
Lugia Archeops5,Greninja ex Twilight Masquerade 106,Pokemon
Lugia Archeops5,Archeops Silver Tempest 147,Pokemon
Lugia Archeops5,Archeops Silver Tempest 147,Pokemon
Lugia Archeops5,Fan Rotom Shrouded Fable 118,Pokemon
Lugia Archeops5,Fan Rotom Shrouded Fable 118,Pokemon
Lugia Archeops5,Klefki Scarlet & Violet Base Set 96,Pokemon
Lugia Archeops5,Fezandipiti ex Scarlet & Violet: Fated Encounters 38,Pokemon
Lugia Archeops5,Mew ex 151 151,Pokemon
Lugia Archeops5,Wellspring Mask Ogerpon ex Twilight Masquerade 64,Pokemon
Lugia Archeops5,Terapagos ex Shrouded Fable 128,Pokemon
Lugia Archeops5,Ditto 151 132,Pokemon
Lugia Archeops5,Bloodmoon Ursaluna ex Twilight Masquerade 141,Pokemon
Lugia Archeops5,Iono Paldea Evolved 185,Trainer
Lugia Archeops5,Iono Paldea Evolved 185,Trainer
Lugia Archeops5,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops5,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops5,Jacq Scarlet & Violet Base Set 175,Trainer
Lugia Archeops5,Jacq Scarlet & Violet Base Set 175,Trainer
Lugia Archeops5,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops5,Buddy-Buddy Poffin Temporal Forces 144,Trainer
Lugia Archeops5,Buddy-Buddy Poffin Temporal Forces 144,Trainer
Lugia Archeops5,Buddy-Buddy Poffin Temporal Forces 144,Trainer
Lugia Archeops5,Buddy-Buddy Poffin Temporal Forces 144,Trainer
Lugia Archeops5,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops5,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops5,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops5,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops5,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops5,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops5,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops5,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops5,Rare Candy Scarlet & Violet Base Set 191,Trainer
Lugia Archeops5,Rare Candy Scarlet & Violet Base Set 191,Trainer
Lugia Archeops5,Earthen Vessel Paradox Rift 163,Trainer
Lugia Archeops5,Area Zero Underdepths Shrouded Fable 131,Trainer
Lugia Archeops5,Area Zero Underdepths Shrouded Fable 131,Trainer
Lugia Archeops5,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops5,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops5,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops5,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops5,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops5,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops5,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops5,Boomerang Energy Twilight Masquerade 166,Energy
Lugia Archeops5,Boomerang Energy Twilight Masquerade 166,Energy
Lugia Archeops5,Water Energy Scarlet & Violet: Special Event Set 11,Energy
Lugia Archeops5,Legacy Energy Twilight Masquerade 167,Energy
Lugia Archeops6,Archeops Silver Tempest 147,Pokemon
Lugia Archeops6,Archeops Silver Tempest 147,Pokemon
Lugia Archeops6,Archeops Silver Tempest 147,Pokemon
Lugia Archeops6,Archeops Silver Tempest 147,Pokemon
Lugia Archeops6,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops6,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops6,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops6,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops6,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops6,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops6,Minccino Temporal Forces 136,Pokemon
Lugia Archeops6,Minccino Temporal Forces 136,Pokemon
Lugia Archeops6,Cinccino Temporal Forces 137,Pokemon
Lugia Archeops6,Cinccino Temporal Forces 137,Pokemon
Lugia Archeops6,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops6,Lumineon V Brilliant Stars 40,Pokemon
Lugia Archeops6,Squawkabilly ex Paldea Evolved 169,Pokemon
Lugia Archeops6,Wyrdeer V Astral Radiance 134,Pokemon
Lugia Archeops6,Wellspring Mask Ogerpon ex Twilight Masquerade 64,Pokemon
Lugia Archeops6,Bloodmoon Ursaluna ex Twilight Masquerade 141,Pokemon
Lugia Archeops6,Iron Hands ex Paradox Rift 70,Pokemon
Lugia Archeops6,Klefki Scarlet & Violet Base Set 96,Pokemon
Lugia Archeops6,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops6,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops6,Boss's Orders Paldea Evolved 172,Trainer
Lugia Archeops6,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops6,Professor's Research Scarlet & Violet Base Set 189,Trainer
Lugia Archeops6,Iono Paldea Evolved 185,Trainer
Lugia Archeops6,Iono Paldea Evolved 185,Trainer
Lugia Archeops6,Carmine Twilight Masquerade 145,Trainer
Lugia Archeops6,Jacq Scarlet & Violet Base Set 175,Trainer
Lugia Archeops6,Thorton Lost Origin 167,Trainer
Lugia Archeops6,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops6,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops6,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops6,Ultra Ball Scarlet & Violet Base Set 196,Trainer
Lugia Archeops6,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops6,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops6,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops6,Capturing Aroma Silver Tempest 153,Trainer
Lugia Archeops6,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops6,Nest Ball Scarlet & Violet Base Set 181,Trainer
Lugia Archeops6,Mesagoza Scarlet & Violet Base Set 178,Trainer
Lugia Archeops6,Mesagoza Scarlet & Violet Base Set 178,Trainer
Lugia Archeops6,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops6,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops6,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops6,Double Turbo Energy Brilliant Stars 151,Energy
Lugia Archeops6,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops6,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops6,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops6,Jet Energy Paldea Evolved 190,Energy
Lugia Archeops6,Gift Energy Lost Origin 171,Energy
Lugia Archeops6,Gift Energy Lost Origin 171,Energy
Lugia Archeops6,Gift Energy Lost Origin 171,Energy
Lugia Archeops6,Gift Energy Lost Origin 171,Energy
Lugia Archeops6,Mist Energy Temporal Forces 161,Energy
Lugia Archeops6,Mist Energy Temporal Forces 161,Energy
Lugia Archeops6,Legacy Energy Twilight Masquerade 167,Energy
Lugia Archeops6,V Guard Energy Silver Tempest 169,Energy
Lugia Archeops7,Archeops Silver Tempest 147,Pokemon
Lugia Archeops7,Archeops Silver Tempest 147,Pokemon
Lugia Archeops7,Archeops Silver Tempest 147,Pokemon
Lugia Archeops7,Archeops Silver Tempest 147,Pokemon
Lugia Archeops7,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops7,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops7,Lugia V Silver Tempest 138,Pokemon
Lugia Archeops7,Lugia VSTAR Silver Tempest 139,Pokemon
Lugia Archeops7,Lugia VSTAR Silver Tempest 139,Pokemon
